Brand,Name,Size,SKU,Price,Cost_Price,Rating,Warehouse,Stock_Qty,Available_Qty,Reserved_Qty,Reorder_Point,Load_Index,Speed_Rating,Season,Supplier_Code,Last_Received,Source,Stock,Installation,Warranty,Road_Hazard,Mounting_Balance,Regular_Price,Member_Price,Savings,Stock_Quantity,Warehouse_Location,Installation_Price,Online_Stock,Store_Location,Store_Stock,Availability,Installation_Fee,Region,Total_Inventory,UTQG,Service_Package,Lead_Time
Michelin,Latitude Tour HP,185/70R14,WM-MI-37299,80.91,,3.4/5.0 (242 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,49.0,"Store #7890 - Washington, PA",20.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Mastercraft,SRT Touring,195/65R15,WM-MC-76288,148.33,,3.7/5.0 (335 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,38.0,"Store #3456 - Cranberry, PA",15.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Michelin,Energy Saver A/S,215/60R16,WM-MI-40201,53.03,,3.5/5.0 (159 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,25.0,"Store #3456 - Cranberry, PA",1.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Cooper,Discoverer EnduraMax,195/65R15,WM-COP-44292,168.17,,3.8/5.0 (302 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,12.0,"Store #1234 - Pittsburgh, PA",24.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Mastercraft,Strategy,215/60R16,WM-MC-95334,105.45,,4.5/5.0 (208 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,5.0,"Store #3456 - Cranberry, PA",7.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
General,Grabber APT,195/60R15,WM-GEN-89392,164.46,,3.7/5.0 (184 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,43.0,"Store #7890 - Washington, PA",20.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Cooper,Evolution Tour,205/60R16,WM-COP-43345,112.85,,3.5/5.0 (63 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,30.0,"Store #7890 - Washington, PA",12.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Michelin,Energy Saver A/S,235/70R15,WM-MI-55675,71.33,,4.0/5.0 (62 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,9.0,"Store #5678 - Monroeville, PA",19.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Michelin,Energy Saver A/S,195/70R14,WM-MI-14229,159.83,,4.1/5.0 (160 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,12.0,"Store #7890 - Washington, PA",17.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Cooper,Evolution Tour,205/70R15,WM-COP-36256,122.31,,3.5/5.0 (168 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,26.0,"Store #7890 - Washington, PA",23.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Michelin,Latitude Tour HP,215/60R16,WM-MI-14097,144.34,,4.3/5.0 (74 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,17.0,"Store #1234 - Pittsburgh, PA",22.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Mastercraft,Strategy,235/70R15,WM-MC-42322,54.04,,4.5/5.0 (324 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,36.0,"Store #9012 - Robinson, PA",17.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Goodyear,Assurance MaxLife,205/70R15,WM-GY-76326,104.89,,4.0/5.0 (32 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,18.0,"Store #9012 - Robinson, PA",23.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Douglas,Performance,185/60R15,WM-DOU-46920,131.12,,3.9/5.0 (35 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,22.0,"Store #7890 - Washington, PA",1.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
General,Grabber APT,185/70R14,WM-GEN-59770,100.63,,4.4/5.0 (93 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,15.0,"Store #1234 - Pittsburgh, PA",17.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Michelin,Energy Saver A/S,205/60R16,WM-MI-70838,126.16,,3.9/5.0 (251 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,34.0,"Store #1234 - Pittsburgh, PA",19.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Cooper,Evolution Tour,185/65R15,WM-COP-59287,132.32,,4.2/5.0 (330 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,17.0,"Store #1234 - Pittsburgh, PA",12.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Goodyear,Viva 3 All-Season,195/60R15,WM-GY-54442,153.56,,3.5/5.0 (85 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,16.0,"Store #5678 - Monroeville, PA",11.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Michelin,Energy Saver A/S,215/60R16,WM-MI-21457,163.19,,3.7/5.0 (178 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,10.0,"Store #9012 - Robinson, PA",7.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Douglas,All-Season,215/70R15,WM-DOU-47574,154.97,,3.6/5.0 (240 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,28.0,"Store #3456 - Cranberry, PA",12.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
General,G-MAX AS-05,195/70R14,WM-GEN-18135,98.03,,3.8/5.0 (82 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,21.0,"Store #9012 - Robinson, PA",18.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Cooper,CS5 Ultra Touring,195/70R14,WM-COP-50849,155.58,,4.1/5.0 (267 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,23.0,"Store #1234 - Pittsburgh, PA",0.0,Ship to Home,$15.0/tire,,,,,
General,Grabber APT,185/70R14,WM-GEN-56157,137.20,,3.9/5.0 (26 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,27.0,"Store #7890 - Washington, PA",3.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Michelin,Defender T+H,235/70R15,WM-MI-20639,64.68,,3.7/5.0 (88 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,4.0,"Store #3456 - Cranberry, PA",2.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
General,G-MAX AS-05,185/70R14,WM-GEN-29778,113.48,,4.3/5.0 (329 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,46.0,"Store #3456 - Cranberry, PA",5.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Mastercraft,Courser AXT,195/65R15,WM-MC-77551,178.70,,3.8/5.0 (267 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,16.0,"Store #3456 - Cranberry, PA",22.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
General,G-MAX AS-05,225/70R15,WM-GEN-90483,56.48,,3.8/5.0 (183 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,33.0,"Store #5678 - Monroeville, PA",1.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Cooper,CS5 Ultra Touring,225/70R15,WM-COP-53566,56.95,,4.4/5.0 (65 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,42.0,"Store #3456 - Cranberry, PA",23.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Goodyear,Viva 3 All-Season,195/60R15,WM-GY-95741,131.52,,3.8/5.0 (339 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,31.0,"Store #3456 - Cranberry, PA",4.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Michelin,Latitude Tour HP,215/70R15,WM-MI-99705,125.15,,4.0/5.0 (205 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,14.0,"Store #9012 - Robinson, PA",21.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Cooper,Discoverer EnduraMax,205/65R15,WM-COP-96136,61.16,,3.4/5.0 (293 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,35.0,"Store #7890 - Washington, PA",9.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Michelin,Defender T+H,185/70R14,WM-MI-49591,58.03,,3.4/5.0 (22 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,16.0,"Store #1234 - Pittsburgh, PA",20.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Mastercraft,SRT Touring,185/60R15,WM-MC-85917,154.88,,4.0/5.0 (260 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,36.0,"Store #5678 - Monroeville, PA",15.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Cooper,Discoverer EnduraMax,235/70R15,WM-COP-42136,66.86,,4.2/5.0 (168 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,18.0,"Store #3456 - Cranberry, PA",21.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
General,G-MAX AS-05,225/70R15,WM-GEN-96370,68.10,,4.2/5.0 (41 reviews),,,,,,,,,,,Walmart,,,Extended Care Plan,,,,,,,,,30.0,"Store #9012 - Robinson, PA",14.0,Ship to Home | Store Pickup | Auto Care Center Installation,$20.0/tire,,,,,
Michelin,Energy Saver A/S,205/70R15,WM-MI-84192,163.27,,3.9/5.0 (109 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,17.0,"Store #7890 - Washington, PA",16.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Douglas,All-Season,185/60R15,WM-DOU-33810,170.64,,3.8/5.0 (34 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,1.0,"Store #3456 - Cranberry, PA",16.0,Ship to Home | Store Pickup | Auto Care Center Installation,$17.0/tire,,,,,
Goodyear,Reliant All-Season,205/70R15,WM-GY-70156,88.01,,4.5/5.0 (288 reviews),,,,,,,,,,,Walmart,,,Standard Warranty,,,,,,,,,45.0,"Store #1234 - Pittsburgh, PA",16.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Goodyear,Viva 3 All-Season,185/65R15,WM-GY-93875,167.49,,3.8/5.0 (177 reviews),,,,,,,,,,,Walmart,,,Road Hazard - $12/tire,,,,,,,,,31.0,"Store #9012 - Robinson, PA",8.0,Ship to Home | Store Pickup | Auto Care Center Installation,$15.0/tire,,,,,
Toyo,Open Country A/T III,265/45R18,AMT-TOY-461883,245.58,,4.0/5.0 (104 reviews),,,112.0,10.0,,96.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,122.0,600 A A,Standard Service,1 Week
Toyo,Open Country A/T III,275/40R19,AMT-TOY-100397,242.36,,4.6/5.0 (61 reviews),,,72.0,10.0,,110.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,82.0,600 A A,Free Installation | Road Hazard Coverage,1 Week
Nitto,Crosstek 2,265/45R18,AMT-NIT-708907,198.02,,4.6/5.0 (383 reviews),,,189.0,8.0,,89.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,197.0,700 A A,Lifetime Rotation,Same Day
Kumho,Solus TA11,255/50R17,AMT-KUM-690779,309.90,,4.9/5.0 (364 reviews),,,26.0,1.0,,125.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,27.0,700 A A,Free Installation | Lifetime Rotation,3-5 Days
Hankook,Kinergy GT,245/40R19,AMT-HAN-989793,259.30,,4.3/5.0 (439 reviews),,,153.0,10.0,,112.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,163.0,600 A A,Road Hazard Coverage,Same Day
Hankook,Ventus V12 evo2,255/50R17,AMT-HAN-488983,317.47,,4.2/5.0 (303 reviews),,,169.0,5.0,,93.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,174.0,400 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
Falken,Wildpeak A/T3W,235/50R17,AMT-FAL-483224,204.83,,4.2/5.0 (349 reviews),,,30.0,2.0,,87.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,32.0,500 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
Falken,Sincera SN250 A/S,255/45R18,AMT-FAL-498621,249.46,,3.9/5.0 (121 reviews),,,184.0,6.0,,113.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,190.0,700 A A,Free Installation,Same Day
Nitto,NT555 G2,275/40R19,AMT-NIT-577938,283.46,,4.8/5.0 (309 reviews),,,56.0,4.0,,118.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,60.0,300 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,Same Day
Falken,Azenis FK460 A/S,245/45R18,AMT-FAL-739797,190.76,,4.7/5.0 (216 reviews),,,185.0,7.0,,105.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,192.0,400 A A,Lifetime Rotation,Same Day
Kumho,Road Venture AT51,255/50R17,AMT-KUM-828304,306.38,,4.2/5.0 (312 reviews),,,87.0,0.0,,90.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,87.0,400 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,1-2 Days
Toyo,Open Country A/T III,255/45R18,AMT-TOY-450737,208.91,,4.6/5.0 (396 reviews),,,185.0,3.0,,107.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,188.0,600 A A,Road Hazard Coverage,3-5 Days
Nitto,Motivo,235/50R17,AMT-NIT-882618,251.65,,4.4/5.0 (344 reviews),,,27.0,7.0,,101.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,34.0,700 A A,Standard Service,3-5 Days
Nexen,N'Fera SU1,225/50R17,AMT-NEX-548569,315.50,,3.9/5.0 (221 reviews),,,56.0,6.0,,86.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,62.0,700 A A,Road Hazard Coverage,Same Day
Kumho,Ecsta PA51,265/45R18,AMT-KUM-565749,223.69,,3.9/5.0 (402 reviews),,,23.0,5.0,,124.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,28.0,300 A A,Lifetime Rotation,1-2 Days
Toyo,Proxes Sport A/S,235/50R17,AMT-TOY-856769,224.37,,4.2/5.0 (354 reviews),,,102.0,8.0,,113.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,110.0,300 A A,Road Hazard Coverage,1-2 Days
Falken,Wildpeak A/T3W,225/50R17,AMT-FAL-506267,332.65,,4.3/5.0 (301 reviews),,,5.0,2.0,,109.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,7.0,500 A A,Road Hazard Coverage,1 Week
Toyo,Proxes Sport A/S,235/50R17,AMT-TOY-571830,229.65,,3.9/5.0 (71 reviews),,,182.0,9.0,,96.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,191.0,500 A A,Free Installation | Lifetime Rotation,1-2 Days
Nexen,N'Fera SU1,235/50R17,AMT-NEX-646809,207.65,,4.3/5.0 (119 reviews),,,75.0,7.0,,118.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,82.0,500 A A,Free Installation | Lifetime Rotation,1 Week
Kumho,Ecsta PA51,275/40R19,AMT-KUM-930990,142.55,,4.7/5.0 (187 reviews),,,155.0,9.0,,112.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,164.0,400 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,1-2 Days
Kumho,Solus TA11,265/45R18,AMT-KUM-523181,200.18,,4.2/5.0 (291 reviews),,,64.0,2.0,,122.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,66.0,300 A A,Standard Service,Same Day
Nexen,Aria AH7,225/50R17,AMT-NEX-918172,305.63,,4.0/5.0 (406 reviews),,,152.0,6.0,,87.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,158.0,500 A A,Road Hazard Coverage,1-2 Days
Hankook,Ventus V12 evo2,245/40R19,AMT-HAN-269473,302.08,,4.4/5.0 (101 reviews),,,190.0,10.0,,122.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,200.0,400 A A,Free Installation | Lifetime Rotation,Same Day
Toyo,Open Country A/T III,275/40R19,AMT-TOY-335258,129.94,,3.9/5.0 (250 reviews),,,159.0,7.0,,121.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,166.0,600 A A,Lifetime Rotation,Same Day
Nexen,N'Fera SU1,285/55R18,AMT-NEX-432297,284.24,,4.2/5.0 (236 reviews),,,33.0,7.0,,89.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,40.0,500 A A,Lifetime Rotation,1-2 Days
Nitto,Crosstek 2,235/50R17,AMT-NIT-111201,243.97,,4.4/5.0 (435 reviews),,,140.0,8.0,,95.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,148.0,400 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,3-5 Days
Kumho,Solus TA11,265/45R18,AMT-KUM-766707,135.48,,3.9/5.0 (358 reviews),,,74.0,9.0,,102.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,83.0,500 A A,Road Hazard Coverage | Lifetime Rotation,Same Day
Falken,Azenis FK460 A/S,275/55R17,AMT-FAL-554294,291.37,,4.3/5.0 (413 reviews),,,136.0,7.0,,108.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,143.0,500 A A,Free Installation | Road Hazard Coverage,3-5 Days
Nitto,Motivo,245/40R19,AMT-NIT-389429,221.69,,4.0/5.0 (377 reviews),,,127.0,8.0,,122.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,135.0,500 A A,Road Hazard Coverage | Lifetime Rotation,3-5 Days
Falken,Azenis FK460 A/S,245/45R18,AMT-FAL-619098,316.90,,4.3/5.0 (207 reviews),,,175.0,6.0,,109.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,181.0,500 A A,Free Installation,Same Day
Kumho,Solus TA11,225/50R17,AMT-KUM-809196,206.11,,4.5/5.0 (349 reviews),,,136.0,10.0,,99.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,146.0,700 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,Same Day
Kumho,Road Venture AT51,225/50R17,AMT-KUM-723021,345.52,,4.6/5.0 (447 reviews),,,170.0,10.0,,110.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,180.0,300 A A,Lifetime Rotation,Same Day
Kumho,Road Venture AT51,245/45R18,AMT-KUM-683457,96.48,,3.9/5.0 (108 reviews),,,20.0,9.0,,98.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,29.0,600 A A,Road Hazard Coverage,Same Day
Hankook,Ventus V12 evo2,235/50R17,AMT-HAN-127594,89.64,,3.9/5.0 (344 reviews),,,43.0,9.0,,93.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,52.0,700 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
Toyo,Open Country A/T III,285/60R18,AMT-TOY-604775,160.90,,4.0/5.0 (267 reviews),,,177.0,2.0,,125.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,179.0,600 A A,Free Installation | Lifetime Rotation,Same Day
Nexen,N'Fera SU1,275/40R19,AMT-NEX-583247,276.47,,4.7/5.0 (46 reviews),,,6.0,2.0,,102.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,8.0,300 A A,Free Installation | Road Hazard Coverage,1-2 Days
Kumho,Road Venture AT51,245/45R18,AMT-KUM-767034,331.26,,4.1/5.0 (334 reviews),,,81.0,5.0,,85.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,86.0,600 A A,Standard Service,Same Day
Falken,Azenis FK460 A/S,275/60R18,AMT-FAL-171968,315.68,,4.4/5.0 (53 reviews),,,53.0,6.0,,113.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,59.0,600 A A,Road Hazard Coverage | Lifetime Rotation,1 Week
Nitto,Crosstek 2,255/40R19,AMT-NIT-737220,187.26,,3.9/5.0 (152 reviews),,,115.0,0.0,,102.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,115.0,600 A A,Road Hazard Coverage | Lifetime Rotation,3-5 Days
Kumho,Ecsta PA51,275/40R19,AMT-KUM-320132,244.60,,4.8/5.0 (52 reviews),,,95.0,8.0,,113.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,103.0,700 A A,Road Hazard Coverage,Same Day
Falken,Azenis FK460 A/S,275/55R17,AMT-FAL-653726,287.99,,3.8/5.0 (321 reviews),,,177.0,3.0,,118.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,180.0,400 A A,Free Installation,1-2 Days
Toyo,Open Country A/T III,275/60R18,AMT-TOY-979713,209.69,,4.5/5.0 (394 reviews),,,128.0,7.0,,110.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,135.0,400 A A,Free Installation,1-2 Days
Falken,Sincera SN250 A/S,245/40R19,AMT-FAL-628318,265.11,,4.7/5.0 (47 reviews),,,128.0,1.0,,121.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,129.0,300 A A,Free Installation | Lifetime Rotation,Same Day
Nitto,Crosstek 2,285/55R18,AMT-NIT-374163,282.41,,4.9/5.0 (252 reviews),,,135.0,6.0,,85.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,141.0,400 A A,Lifetime Rotation,1-2 Days
Toyo,Celsius Sport,285/60R18,AMT-TOY-533698,329.97,,4.3/5.0 (68 reviews),,,6.0,2.0,,97.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,8.0,600 A A,Road Hazard Coverage,3-5 Days
Falken,Sincera SN250 A/S,245/45R18,AMT-FAL-370721,121.32,,4.6/5.0 (259 reviews),,,191.0,5.0,,85.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,196.0,600 A A,Free Installation,1 Week
Kumho,Road Venture AT51,275/55R17,AMT-KUM-269997,139.52,,4.8/5.0 (334 reviews),,,190.0,5.0,,116.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,195.0,600 A A,Free Installation,Same Day
Falken,Wildpeak A/T3W,235/50R17,AMT-FAL-894445,341.77,,4.3/5.0 (88 reviews),,,173.0,2.0,,89.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,175.0,500 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,Same Day
Toyo,Celsius Sport,275/60R18,AMT-TOY-629092,112.49,,4.8/5.0 (218 reviews),,,99.0,5.0,,90.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,104.0,300 A A,Road Hazard Coverage,1-2 Days
Toyo,Celsius Sport,275/55R17,AMT-TOY-397885,324.44,,4.8/5.0 (130 reviews),,,135.0,4.0,,122.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,139.0,500 A A,Free Installation,1 Week
Hankook,Ventus V12 evo2,275/55R17,AMT-HAN-524945,282.99,,4.2/5.0 (263 reviews),,,66.0,9.0,,97.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,75.0,400 A A,Road Hazard Coverage | Lifetime Rotation,1-2 Days
Kumho,Road Venture AT51,245/45R18,AMT-KUM-148083,321.62,,4.5/5.0 (247 reviews),,,22.0,7.0,,105.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,29.0,300 A A,Lifetime Rotation,1 Week
Nexen,N'Fera SU1,275/60R18,AMT-NEX-351956,338.56,,4.7/5.0 (280 reviews),,,108.0,1.0,,96.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,109.0,300 A A,Free Installation | Lifetime Rotation,1 Week
Nitto,Motivo,245/45R18,AMT-NIT-835794,153.26,,3.9/5.0 (347 reviews),,,61.0,8.0,,87.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,69.0,300 A A,Free Installation | Lifetime Rotation,3-5 Days
Nitto,NT555 G2,275/40R19,AMT-NIT-643356,128.27,,4.1/5.0 (418 reviews),,,130.0,5.0,,102.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,135.0,700 A A,Free Installation | Lifetime Rotation,3-5 Days
Nexen,Roadian GTX,255/40R19,AMT-NEX-591125,142.83,,4.7/5.0 (202 reviews),,,87.0,1.0,,110.0,Z,,,,Americas Tire,,,,,,,,,,,,,,,,,Southwest Hub,88.0,700 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,Same Day
Nexen,Roadian GTX,225/50R17,AMT-NEX-938051,102.28,,4.6/5.0 (192 reviews),,,40.0,8.0,,120.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,Mountain Region,48.0,400 A A,Lifetime Rotation,3-5 Days
Nitto,Ridge Grappler,275/55R17,AMT-NIT-667254,263.25,,3.9/5.0 (134 reviews),,,6.0,9.0,,123.0,W,,,,Americas Tire,,,,,,,,,,,,,,,,,Northwest Division,15.0,300 A A,Free Installation | Road Hazard Coverage | Lifetime Rotation,3-5 Days
Nitto,Ridge Grappler,275/55R17,AMT-NIT-751612,131.08,,4.6/5.0 (110 reviews),,,20.0,2.0,,89.0,V,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,22.0,300 A A,Road Hazard Coverage | Lifetime Rotation,3-5 Days
Kumho,Ecsta PA51,285/55R18,AMT-KUM-620969,322.95,,4.5/5.0 (288 reviews),,,32.0,10.0,,99.0,H,,,,Americas Tire,,,,,,,,,,,,,,,,,West Coast Distribution,42.0,700 A A,Standard Service,1 Week
Toyo,Celsius Sport,235/50R17,AMT-TOY-905350,171.06,,3.9/5.0 (398 reviews),,,13.0,7.0,,109.0,Y,,,,Americas Tire,,,,,,,,,,,,,,,,,California Central,20.0,500 A A,Standard Service,1 Week
